Jan 04, 2022 2:15:23 PM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Jan 04, 2022 2:15:23 PM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Jan 04, 2022 2:15:23 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /opt/opendaylight/lock
Jan 04, 2022 2:15:23 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Jan 04, 2022 2:15:23 PM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2022-01-04T14:15:24,565 | INFO  | CM Configuration Updater (Update: pid=org.ops4j.pax.logging) | EventAdminConfigurationNotifier  | 4 - org.ops4j.pax.logging.pax-logging-log4j2 - 1.11.7 | Logging configuration changed. (Event Admin service unavailable - no notification sent).
2022-01-04T14:15:42,240 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintBundleTracker           | 220 - org.opendaylight.controller.blueprint - 2.0.7 | Blueprint container for bundle org.opendaylight.transportpce.servicehandler_2.3.0.SNAPSHOT [328] was successfully created
2022-01-04T14:15:42,302 | INFO  | nioEventLoopGroup-4-1 | LoggingHandler                   | 64 - io.netty.common - 4.1.56.Final | [id: 0xe94564af] REGISTERED
2022-01-04T14:15:42,303 | INFO  | nioEventLoopGroup-4-1 | LoggingHandler                   | 64 - io.netty.common - 4.1.56.Final | [id: 0xe94564af] BIND: 0.0.0.0/0.0.0.0:6666
2022-01-04T14:15:42,305 | INFO  | nioEventLoopGroup-4-1 | LoggingHandler                   | 64 - io.netty.common - 4.1.56.Final | [id: 0xe94564af, L:/0.0.0.0:6666] ACTIVE
2022-01-04T14:15:42,309 | INFO  | Blueprint Extender: 2 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.netconf.callhome-provider/1.9.3 has been started
2022-01-04T14:15:42,309 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintBundleTracker           | 220 - org.opendaylight.controller.blueprint - 2.0.7 | Blueprint container for bundle org.opendaylight.netconf.callhome-provider_1.9.3 [291] was successfully created
2022-01-04T14:15:42,360 | INFO  | Blueprint Extender: 3 | ODLKeyTool                       | 208 - org.opendaylight.aaa.cert - 0.12.3 | ctl.jks is created
2022-01-04T14:15:42,462 | INFO  | Blueprint Extender: 3 | CertificateManagerService        | 208 - org.opendaylight.aaa.cert - 0.12.3 | Certificate Manager service has been initialized
2022-01-04T14:15:42,470 | INFO  | Blueprint Extender: 3 | AaaCertMdsalProvider             | 208 - org.opendaylight.aaa.cert - 0.12.3 | AaaCertMdsalProvider Initialized
2022-01-04T14:15:42,471 | INFO  | Blueprint Extender: 3 | AaaCertRpcServiceImpl            | 208 - org.opendaylight.aaa.cert - 0.12.3 | AaaCert Rpc Service has been initialized
2022-01-04T14:15:42,475 | INFO  | Blueprint Extender: 3 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.aaa.cert/0.12.3 has been started
2022-01-04T14:15:42,476 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintBundleTracker           | 220 - org.opendaylight.controller.blueprint - 2.0.7 | Blueprint container for bundle org.opendaylight.aaa.cert_0.12.3 [208] was successfully created
2022-01-04T14:15:42,579 | WARN  | Blueprint Extender: 1 | ConfigurationFactory             | 79 - net.sf.ehcache - 2.10.6 | No configuration found. Configuring ehcache from ehcache-failsafe.xml  found in the classpath: bundleresource://79.fwk509832867/ehcache-failsafe.xml
2022-01-04T14:15:42,698 | INFO  | Blueprint Extender: 1 | H2TokenStore                     | 214 - org.opendaylight.aaa.shiro - 0.12.3 | Initialized token store with default cache config
2022-01-04T14:15:42,699 | INFO  | Blueprint Extender: 1 | StoreBuilder                     | 207 - org.opendaylight.aaa.authn-api - 0.12.3 | Checking if default entries must be created in IDM store
2022-01-04T14:15:42,745 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-4 | ClientActorBehavior              | 222 - org.opendaylight.controller.cds-access-client - 2.0.7 | member-1-frontend-datastore-Shard-prefix-configuration-shard: resolved shard 0 to ShardBackendInfo{actor=Actor[akka://opendaylight-cluster-data/user/shardmanager-config/member-1-shard-prefix-configuration-shard-config#1406050980], sessionId=0, version=SODIUM_SR1, maxMessages=1000, cookie=0, shard=prefix-configuration-shard, dataTree=present}
2022-01-04T14:15:42,748 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-4 | ClientActorBehavior              | 222 - org.opendaylight.controller.cds-access-client - 2.0.7 | member-1-frontend-datastore-Shard-prefix-configuration-shard: resolving connection ConnectingClientConnection{client=ClientIdentifier{frontend=member-1-frontend-datastore-Shard-prefix-configuration-shard, generation=0}, cookie=0} to ConnectedClientConnection{client=ClientIdentifier{frontend=member-1-frontend-datastore-Shard-prefix-configuration-shard, generation=0}, cookie=0, backend=ShardBackendInfo{actor=Actor[akka://opendaylight-cluster-data/user/shardmanager-config/member-1-shard-prefix-configuration-shard-config#1406050980], sessionId=0, version=SODIUM_SR1, maxMessages=1000, cookie=0, shard=prefix-configuration-shard, dataTree=present}}
2022-01-04T14:15:42,761 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-4 | ClientActorBehavior              | 222 - org.opendaylight.controller.cds-access-client - 2.0.7 | member-1-frontend-datastore-Shard-prefix-configuration-shard: replaced connection ConnectingClientConnection{client=ClientIdentifier{frontend=member-1-frontend-datastore-Shard-prefix-configuration-shard, generation=0}, cookie=0} with ConnectedClientConnection{client=ClientIdentifier{frontend=member-1-frontend-datastore-Shard-prefix-configuration-shard, generation=0}, cookie=0, backend=ShardBackendInfo{actor=Actor[akka://opendaylight-cluster-data/user/shardmanager-config/member-1-shard-prefix-configuration-shard-config#1406050980], sessionId=0, version=SODIUM_SR1, maxMessages=1000, cookie=0, shard=prefix-configuration-shard, dataTree=present}} in 12.45 ms
2022-01-04T14:15:42,770 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-2 | ClientActorBehavior              | 222 - org.opendaylight.controller.cds-access-client - 2.0.7 | member-1-frontend-datastore-Shard-prefix-configuration-shard: resolved shard 0 to ShardBackendInfo{actor=Actor[akka://opendaylight-cluster-data/user/shardmanager-operational/member-1-shard-prefix-configuration-shard-operational#1692286049], sessionId=0, version=SODIUM_SR1, maxMessages=1000, cookie=0, shard=prefix-configuration-shard, dataTree=present}
2022-01-04T14:15:42,770 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-2 | ClientActorBehavior              | 222 - org.opendaylight.controller.cds-access-client - 2.0.7 | member-1-frontend-datastore-Shard-prefix-configuration-shard: resolving connection ConnectingClientConnection{client=ClientIdentifier{frontend=member-1-frontend-datastore-Shard-prefix-configuration-shard, generation=1}, cookie=0} to ConnectedClientConnection{client=ClientIdentifier{frontend=member-1-frontend-datastore-Shard-prefix-configuration-shard, generation=1}, cookie=0, backend=ShardBackendInfo{actor=Actor[akka://opendaylight-cluster-data/user/shardmanager-operational/member-1-shard-prefix-configuration-shard-operational#1692286049], sessionId=0, version=SODIUM_SR1, maxMessages=1000, cookie=0, shard=prefix-configuration-shard, dataTree=present}}
2022-01-04T14:15:42,772 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-2 | ClientActorBehavior              | 222 - org.opendaylight.controller.cds-access-client - 2.0.7 | member-1-frontend-datastore-Shard-prefix-configuration-shard: replaced connection ConnectingClientConnection{client=ClientIdentifier{frontend=member-1-frontend-datastore-Shard-prefix-configuration-shard, generation=1}, cookie=0} with ConnectedClientConnection{client=ClientIdentifier{frontend=member-1-frontend-datastore-Shard-prefix-configuration-shard, generation=1}, cookie=0, backend=ShardBackendInfo{actor=Actor[akka://opendaylight-cluster-data/user/shardmanager-operational/member-1-shard-prefix-configuration-shard-operational#1692286049], sessionId=0, version=SODIUM_SR1, maxMessages=1000, cookie=0, shard=prefix-configuration-shard, dataTree=present}} in 1.147 ms
2022-01-04T14:15:42,797 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-36 | OSGiDistributedShardedDOMDataTree | 235 - org.opendaylight.controller.sal-distributed-datastore - 2.0.7 | Distributed DOM Data Tree Service started
2022-01-04T14:15:42,801 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-36 | AbstractAdaptedService           | 241 - org.opendaylight.mdsal.binding-dom-adapter - 6.0.8 | Binding/DOM adapter for DataTreeService activated
2022-01-04T14:15:42,802 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-36 | OSGiDistributedDataStore         | 235 - org.opendaylight.controller.sal-distributed-datastore - 2.0.7 | Distributed Datastore type OPERATIONAL started
2022-01-04T14:15:42,909 | INFO  | Blueprint Extender: 1 | AbstractStore                    | 214 - org.opendaylight.aaa.shiro - 0.12.3 | Table DOMAINS does not exist, creating it
2022-01-04T14:15:43,141 | INFO  | Blueprint Extender: 1 | StoreBuilder                     | 207 - org.opendaylight.aaa.authn-api - 0.12.3 | Created default domain
2022-01-04T14:15:43,147 | INFO  | Blueprint Extender: 1 | AbstractStore                    | 214 - org.opendaylight.aaa.shiro - 0.12.3 | Table ROLES does not exist, creating it
2022-01-04T14:15:43,198 | INFO  | Blueprint Extender: 1 | StoreBuilder                     | 207 - org.opendaylight.aaa.authn-api - 0.12.3 | Created 'admin' role
2022-01-04T14:15:43,232 | INFO  | Blueprint Extender: 1 | StoreBuilder                     | 207 - org.opendaylight.aaa.authn-api - 0.12.3 | Created 'user' role
2022-01-04T14:15:43,376 | INFO  | Blueprint Extender: 1 | AbstractStore                    | 214 - org.opendaylight.aaa.shiro - 0.12.3 | Table USERS does not exist, creating it
2022-01-04T14:15:43,437 | INFO  | Blueprint Extender: 1 | AbstractStore                    | 214 - org.opendaylight.aaa.shiro - 0.12.3 | Table GRANTS does not exist, creating it
2022-01-04T14:15:43,578 | INFO  | Blueprint Extender: 1 | AAAShiroProvider                 | 214 - org.opendaylight.aaa.shiro - 0.12.3 | attempting registration of AAA moon servlet
2022-01-04T14:15:43,579 | INFO  | Blueprint Extender: 1 | HttpServiceFactoryImpl           | 380 - org.ops4j.pax.web.pax-web-runtime - 7.2.19 | Binding bundle: [org.opendaylight.aaa.shiro_0.12.3 [214]] to http service
2022-01-04T14:15:43,595 | INFO  | Blueprint Extender: 1 | ServletContainerInitializerScanner | 373 - org.ops4j.pax.web.pax-web-api - 7.2.19 | will add org.eclipse.jetty.websocket.server.NativeWebSocketServletContainerInitializer to ServletContainerInitializers
2022-01-04T14:15:43,596 | INFO  | Blueprint Extender: 1 | ServletContainerInitializerScanner | 373 - org.ops4j.pax.web.pax-web-api - 7.2.19 | added ServletContainerInitializer: org.eclipse.jetty.websocket.server.NativeWebSocketServletContainerInitializer
2022-01-04T14:15:43,597 | INFO  | Blueprint Extender: 1 | ServletContainerInitializerScanner | 373 - org.ops4j.pax.web.pax-web-api - 7.2.19 | will add org.apache.jasper.servlet.JasperInitializer to ServletContainerInitializers
2022-01-04T14:15:43,597 | INFO  | Blueprint Extender: 1 | ServletContainerInitializerScanner | 373 - org.ops4j.pax.web.pax-web-api - 7.2.19 | Skipt org.apache.jasper.servlet.JasperInitializer, because specialized handler will be present
2022-01-04T14:15:43,600 | INFO  | Blueprint Extender: 1 | ServletContainerInitializerScanner | 373 - org.ops4j.pax.web.pax-web-api - 7.2.19 | will add org.eclipse.jetty.websocket.jsr356.server.deploy.WebSocketServerContainerInitializer to ServletContainerInitializers
2022-01-04T14:15:43,889 | INFO  | Blueprint Extender: 1 | ServletContainerInitializerScanner | 373 - org.ops4j.pax.web.pax-web-api - 7.2.19 | added ServletContainerInitializer: org.eclipse.jetty.websocket.jsr356.server.deploy.WebSocketServerContainerInitializer
2022-01-04T14:15:43,889 | INFO  | Blueprint Extender: 1 | HttpServiceContext               | 378 - org.ops4j.pax.web.pax-web-jetty - 7.2.19 | registering context DefaultHttpContext [bundle=org.opendaylight.aaa.shiro_0.12.3 [214], contextID=default], with context-name: 
2022-01-04T14:15:43,890 | INFO  | Blueprint Extender: 1 | HttpServiceContext               | 378 - org.ops4j.pax.web.pax-web-jetty - 7.2.19 | registering JasperInitializer
2022-01-04T14:15:43,893 | INFO  | Blueprint Extender: 1 | WebSocketServerFactory           | 160 - org.eclipse.jetty.util - 9.4.31.v20200723 | No DecoratedObjectFactory provided, using new org.eclipse.jetty.util.DecoratedObjectFactory[decorators=1]
2022-01-04T14:15:43,900 | INFO  | Blueprint Extender: 1 | TldScanner                       | 379 - org.ops4j.pax.web.pax-web-jsp - 7.2.19 | found TLD bundleresource://137.fwk509832867/META-INF/shiro.tld
2022-01-04T14:15:43,915 | INFO  | Blueprint Extender: 1 | TldScanner                       | 379 - org.ops4j.pax.web.pax-web-jsp - 7.2.19 | found TLD bundleresource://379.fwk509832867/META-INF/c-1_0-rt.tld
2022-01-04T14:15:43,925 | INFO  | Blueprint Extender: 1 | TldScanner                       | 379 - org.ops4j.pax.web.pax-web-jsp - 7.2.19 | found TLD bundleresource://379.fwk509832867/META-INF/c-1_0.tld
2022-01-04T14:15:43,931 | INFO  | Blueprint Extender: 1 | TldScanner                       | 379 - org.ops4j.pax.web.pax-web-jsp - 7.2.19 | found TLD bundleresource://379.fwk509832867/META-INF/c-1_1.tld
2022-01-04T14:15:43,936 | INFO  | Blueprint Extender: 1 | TldScanner                       | 379 - org.ops4j.pax.web.pax-web-jsp - 7.2.19 | found TLD bundleresource://379.fwk509832867/META-INF/c.tld
2022-01-04T14:15:43,939 | INFO  | Blueprint Extender: 1 | TldScanner                       | 379 - org.ops4j.pax.web.pax-web-jsp - 7.2.19 | found TLD bundleresource://379.fwk509832867/META-INF/fmt-1_0-rt.tld
2022-01-04T14:15:43,944 | INFO  | Blueprint Extender: 1 | TldScanner                       | 379 - org.ops4j.pax.web.pax-web-jsp - 7.2.19 | found TLD bundleresource://379.fwk509832867/META-INF/fmt-1_0.tld
2022-01-04T14:15:43,949 | INFO  | Blueprint Extender: 1 | TldScanner                       | 379 - org.ops4j.pax.web.pax-web-jsp - 7.2.19 | found TLD bundleresource://379.fwk509832867/META-INF/fmt.tld
2022-01-04T14:15:43,952 | INFO  | Blueprint Extender: 1 | TldScanner                       | 379 - org.ops4j.pax.web.pax-web-jsp - 7.2.19 | found TLD bundleresource://379.fwk509832867/META-INF/fn.tld
2022-01-04T14:15:43,954 | INFO  | Blueprint Extender: 1 | TldScanner                       | 379 - org.ops4j.pax.web.pax-web-jsp - 7.2.19 | found TLD bundleresource://379.fwk509832867/META-INF/permittedTaglibs.tld
2022-01-04T14:15:43,955 | INFO  | Blueprint Extender: 1 | TldScanner                       | 379 - org.ops4j.pax.web.pax-web-jsp - 7.2.19 | found TLD bundleresource://379.fwk509832867/META-INF/scriptfree.tld
2022-01-04T14:15:43,955 | INFO  | Blueprint Extender: 1 | TldScanner                       | 379 - org.ops4j.pax.web.pax-web-jsp - 7.2.19 | found TLD bundleresource://379.fwk509832867/META-INF/sql-1_0-rt.tld
2022-01-04T14:15:43,958 | INFO  | Blueprint Extender: 1 | TldScanner                       | 379 - org.ops4j.pax.web.pax-web-jsp - 7.2.19 | found TLD bundleresource://379.fwk509832867/META-INF/sql-1_0.tld
2022-01-04T14:15:43,960 | INFO  | Blueprint Extender: 1 | TldScanner                       | 379 - org.ops4j.pax.web.pax-web-jsp - 7.2.19 | found TLD bundleresource://379.fwk509832867/META-INF/sql.tld
2022-01-04T14:15:43,962 | INFO  | Blueprint Extender: 1 | TldScanner                       | 379 - org.ops4j.pax.web.pax-web-jsp - 7.2.19 | found TLD bundleresource://379.fwk509832867/META-INF/x-1_0-rt.tld
2022-01-04T14:15:43,965 | INFO  | Blueprint Extender: 1 | TldScanner                       | 379 - org.ops4j.pax.web.pax-web-jsp - 7.2.19 | found TLD bundleresource://379.fwk509832867/META-INF/x-1_0.tld
2022-01-04T14:15:43,969 | INFO  | Blueprint Extender: 1 | TldScanner                       | 379 - org.ops4j.pax.web.pax-web-jsp - 7.2.19 | found TLD bundleresource://379.fwk509832867/META-INF/x.tld
2022-01-04T14:15:43,974 | INFO  | Blueprint Extender: 1 | ContextHandler                   | 160 - org.eclipse.jetty.util - 9.4.31.v20200723 | Started HttpServiceContext{httpContext=DefaultHttpContext [bundle=org.opendaylight.aaa.shiro_0.12.3 [214], contextID=default]}
2022-01-04T14:15:43,974 | INFO  | Blueprint Extender: 1 | AAAShiroProvider                 | 214 - org.opendaylight.aaa.shiro - 0.12.3 | AAAShiroProvider Session Initiated
2022-01-04T14:15:43,997 | INFO  | Blueprint Extender: 1 | HttpServiceFactoryImpl           | 380 - org.ops4j.pax.web.pax-web-runtime - 7.2.19 | Binding bundle: [org.opendaylight.aaa.web.osgi-impl_0.12.3 [217]] to http service
